PRIMARY_NAME,LATITUDE83,LONGITUDE83,mineral
TIGER METALS,38.52662,-82.67945,Copper
20 S 2ND AVE,42.04835,-92.90966,Arsenic
204 E CHURCH ST,42.04791,-92.90918,Arsenic
FORMER KAISER ALUMINUM SITE,29.939093,-89.987383,Aluminum
TARR & WONSON PAINT FACTORY,42.6066,-70.65975,Copper
OLD PECO PORPERTY,40.24398,-75.65353,Arsenic
55 DAISY STREET,41.33502,-72.93418,Copper
55 DAISY STREET,41.33502,-72.93418,Nickel
55 DAISY STREET,41.33502,-72.93418,Zinc
FAJEN PROPERTY,38.24335,-93.36543,Arsenic
FAJEN PROPERTY,38.24335,-93.36543,Chromium
HICKORY HILLS SCHOOL,37.20956,-93.22397,Arsenic
3563 AND 3657 W NICHOLS ST,37.2213,-93.3516,Arsenic
3563 AND 3657 W NICHOLS ST,37.2213,-93.3516,Chromium
C2S V12,35.46003,-97.51746,Tin
FORMER STOCK BUILDING/MCGINNES LUMBER,28.0118,-82.12241,Arsenic
COUNTRY VIEW MOBILE PARK BTA,38.85648,-99.29524,Manganese
NORTHBRIDGE AUTO WRECKING CO,42.14802,-71.64747,Chromium
SMITH RENTALS SOUTH,32.191927,-110.965276,Arsenic
THREE RIVERS RIVERWALK,41.935278,-85.633889,Copper
PLK-003 ELOISE PARCELS,27.98997,-81.73391,Arsenic
VALLEJO 17.12 ACRE SITE,38.09389,-122.25366,Arsenic
VALLEJO 17.12 ACRE SITE,38.09389,-122.25366,Copper
VALLEJO 17.12 ACRE SITE,38.09389,-122.25366,Zinc
PROPOSED SPECIAL EDUCATION AND ALTERNATIVE EDUCATI,37.480625,-121.128561,Arsenic
VEKOL MINE - KOHATK,32.514574,-111.945249,Arsenic
COPPER RIDGE PROFESSIONAL CENTER,44.74497,-85.65503,Copper
LOGAN DIESEL,42.44934,-84.44476,Aluminum
HEMENWAY ROCALLA PROPERTY,32.374341,-112.86345,Copper
PLAZA TRIANGLE PARK,32.374021,-112.862319,Arsenic
PLAZA TRIANGLE PARK,32.374021,-112.862319,Chromium
PLAZA TRIANGLE PARK,32.374021,-112.862319,Copper
AJO PLAZA PARK,32.37244,-112.8608,Copper
AT TIRE,32.385244,-112.871944,Arsenic
AT TIRE,32.385244,-112.871944,Chromium
AT TIRE,32.385244,-112.871944,Copper
AJO TRANSPORTATION,32.38259,-112.87237,Copper
AJO REALTY,32.37468,-112.87141,Copper
220 SOUTH 5TH STREET,41.616069,-94.01384,Arsenic
415 A&B RIVER STREET,41.615889,-94.013069,Arsenic
U-HAUL,32.39503,-112.871228,Arsenic
BARTOW FORMER CIGAR FACTORY,27.898517,-81.832962,Arsenic
GOLDEN COMMUNITY GARDEN,39.75491,-105.23117,Arsenic
TRANSIT VILLAGE CORE,34.099368,-117.296229,Arsenic
FORD PROPERTY DEMOLITION,32.3807,-112.8724,Copper
LIFE ENRICHMENT SARTILLION PROPERTY DEMOLITION,32.37873,-112.87434,Copper
LIFE ENRICHMENT AJO-GB PROPERTY DEMOLITION,32.384117,-112.872754,Copper
SULLIVAN PROPERTY DEMOLITION,32.391263,-112.872174,Copper
SUE'S FLOWERS AND GIFT SHOP,32.38032,-112.8724,Copper
MACIAS PROPERTY DEMOLITION,32.38047,-112.87111,Copper
ARIZONA CHILDREN'S ASSOCIATION,32.190613,-110.970141,Arsenic
3300 MOBILE HIGHWAY,30.42247,-87.25508,Arsenic
1210 INDUSTRIAL,42.29555,-83.14389,Arsenic
120-124 W. MICHIGAN AVENUE,42.241173,-83.613569,Tin
DAYSPRING MINISTRIES SITE,35.10871,-77.05411,Manganese
CHRYSLER LLC,42.58395,-87.84557,Tin
SPEEDRACK PRODUCTS GROUP LTD,41.94635,-84.88708,Aluminum
PETE HOLLIS SITE,34.8603,-82.40612,Arsenic
321 GREEN STREET,32.99792,-82.409772,Tin
JORDAN VALLEY WEST MEADOWS SITE #8,37.210222,-93.296512,Arsenic
"NEON MARKETPLACE AND GAS STATION - 75 QUINSIGAMOND AVENUE, WORCESTER, MA",42.24705,-71.80335,Chromium
LA SIESTA MOTEL,32.403202,-112.872921,Copper
AJO COMMUNITY HEALTH CENTER,32.37552,-112.86407,Copper
TORRES PROPERTY DEMOLITION,32.38314,-112.87237,Copper
BETANCORT PROPERTY,32.384529,-112.871957,Copper
MATTESON PROPERTY,32.42463,-112.8758,Copper
DOEHLER JARVIS SMEAD,41.66068,-83.5783,Aluminum
ARIZONA CHILDREN'S ASSOCIATION,32.190613,-110.970141,Arsenic
ARIZONA CHILDREN'S ASSOCIATION,32.190613,-110.970141,Chromium
FORMER ASTATIC PROPERTY - BROAD AND JACKSON,41.94733,-80.5537,Tungsten
ST. JOSEPH HOSPITAL,41.45231,-82.16747,Arsenic
UDALL COMMUNITY CENTER,37.387429,-97.117185,Arsenic
THE HOLLOW,42.65515,-73.726,Copper
TONOPAH CONVENTION CENTER,38.06773,-117.23223,Arsenic
ALLEN COUNTY HOSPITAL #1,37.92213,-95.38958,Zinc
ALLEN COUNTY HOSPITAL #2,37.923042,-95.390763,Zinc
IRS BUILDING - FLINT,43.024669,-83.693462,Copper
IRS BUILDING - FLINT,43.024669,-83.693462,Graphite
CENTRO CARISMATICO CARISMATICO,32.187836,-110.965935,Arsenic
CENTRO CARISMATICO CARISMATICO,32.187836,-110.965935,Chromium
GARNAVILLO SCHOOL,42.86797,-91.23777,Tin
OLD MASON HOTEL,42.57816,-84.44355,Copper
11123 WEST BURLEIGH ST,43.07463,-88.05175,Aluminum
NATIONAL PARK SEMINARY,39.011368,-77.057294,Arsenic
NATIONAL PARK SEMINARY,39.011368,-77.057294,Chromium
560 TERMINAL AVENUE,39.718715,-75.537442,Arsenic
M&N PROPERTY,39.73057,-75.55618,Arsenic
FORMER CITY HALL SITE,28.35197,-80.72618,Arsenic
NAVARRO PROPERTY,33.99111,-118.25292,Chromium
NAVARRO PROPERTY,33.99111,-118.25292,Copper
NAVARRO PROPERTY,33.99111,-118.25292,Nickel
OVROM PARK AND SCHOOL,34.17719,-118.30368,Arsenic
PROPOSED BACKPOCKET BREWERY,41.682176,-91.559473,Arsenic
FORMER INDUSTRIAL BROWNHOIST/AKA UPTOWN BAY CITY,43.592003,-83.890888,Arsenic
FORMER INDUSTRIAL BROWNHOIST/AKA UPTOWN BAY CITY,43.592003,-83.890888,Chromium
FORMER INDUSTRIAL BROWNHOIST/AKA UPTOWN BAY CITY,43.592003,-83.890888,Magnesium
167 BEARFOOT ROAD,42.34097,-71.63791,Arsenic
NELSON FOUNDRY,40.76729,-73.935435,Zinc
"HANCOCK-ELLSWORTH TANNERY, PARCEL 1",44.539153,-68.314731,Chromium
824 JEFFERSON STREET PROPERTY,34.33938,-78.68435,Chromium
DEVELOPMENT & LEASING D&L,45.17842,-89.67529,Aluminum
GRABER PROPERTY DEMOLITION,32.37649,-112.87709,Copper
WEST MEADOWS SITE 5,37.19979,-93.35753,Arsenic
WEST MEADOWS SITE 6,37.19979,-93.35753,Arsenic
WEST MEADOWS SITE 7,37.19979,-93.35753,Arsenic
FORMER NABCO PATTERSON PLANT,43.897979,-85.522792,Aluminum
1 CHURCH STREET/ATLANTIC WIRE,41.27745,-72.8094,Copper
1 CHURCH STREET/ATLANTIC WIRE,41.27745,-72.8094,Tin
BLE LIGHT RAIL PROJECT,35.235384,-80.82736,Arsenic
1404 14TH STREET PROPERTY,27.4871,-82.57528,Arsenic
FORMER CRAYCROFT MOTORS,38.961598,-89.096092,Tin
NORWICH STATE HOSPITAL - PARCEL A,41.484123,-72.066002,Tin
NORWICH STATE HOSPITAL - PARCEL B,41.4854,-72.066189,Tin
DIKE 14 CDF BA,41.544331,-81.632278,Arsenic
DIKE 14 CDF BA,41.544331,-81.632278,Chromium
PAY PARKING LOT,38.892469,-90.186961,Arsenic
PAY PARKING LOT,38.892469,-90.186961,Chromium
FLORIDA AVENUE SITE,28.35101,-80.72772,Arsenic
519-633 COCOA BLVD SITE,28.3523,-80.7319,Arsenic
SALINA ACADEMY OF HAIR DESIGN BTA,38.83976,-97.60791,Tin
GREAT BEND AIRPORT EAST #1 BTA,38.35199,-98.852144,Chromium
GREAT BEND AIRPORT EAST #2,38.351034,-98.853314,Chromium
FORMER D&D EQUIPMENT AND REPAIR,43.641418,-85.483634,Aluminum
GARRARD,45.408528,-84.616904,Aluminum
FORMER PIKE UTILITIES SITE,26.61372,-80.15674,Aluminum
FORMER PIKE UTILITIES SITE,26.61372,-80.15674,Arsenic
FORMER PIKE UTILITIES SITE,26.61372,-80.15674,Copper
114 2ND AVENUE WEST,43.37365,-92.11712,Tin
FEDERAL MOGUL-ST  JOHNS,43.006271,-84.561343,Aluminum
FEDERAL MOGUL-ST  JOHNS,43.006271,-84.561343,Copper
FEDERAL MOGUL-ST  JOHNS,43.006271,-84.561343,Tin
FORMER KNAPPS WAREHOUSE,42.720105,-84.543433,Nickel
BALLENTINE BUILDING,42.976194,-82.424135,Nickel
BALLENTINE BUILDING,42.976273,-82.424182,Nickel
BALLENTINE BUILDING,42.976273,-82.424182,Nickel
FIFE ROCK PRODUCTS CO,41.23762,-111.9785,Aluminum
FIFE ROCK PRODUCTS CO,41.23762,-111.9785,Silicon
FROG PONDS OLD LANDFILL SITE,41.532862,-112.034986,Arsenic
YTTRIUM PLANT,41.32133,-105.60009,Yttrium
BRIGHAM CITY LANDFILL PROPERTY,41.50987,-112.052868,Arsenic
TOWN CREEK SUMP SITES,39.792672,-123.270466,Chromium
FORMER SHEPHERDSTOWN LANDFILL,39.429503,-77.822584,Arsenic
DUFFS SUNOCO,39.80338,-86.10406,Arsenic
JOHN LITTLE DRUM SITE,35.132027,-90.059003,Arsenic
LOS ALAMITOS UNIFIED SCHOOL DISTRICT,33.801864,-118.063181,Arsenic
NEWTON WASTEWATER TREATMENT BTA,38.02828,-97.3596,Arsenic
LEAVENWORTH CHOCTAW SOUTH LOT,39.31658,-94.91186,Arsenic
LEAVENWORTH CHOCTAW SOUTH LOT,39.31658,-94.91186,Chromium
LEAVENWORTH CHOCTAW SOUTH LOT,39.31658,-94.91186,Cobalt
LEAVENWORTH CHOCTAW SOUTH LOT,39.31658,-94.91186,Manganese
MORGAN CO. SOCCER FIELD RECREATION AREA & COMPLEX PARCEL 1,39.547714,-78.269901,Arsenic
KINGERY CONSTRUCTION SITE,40.823864,-96.677542,Arsenic
FORMER AMERICAN INDUSTRIAL,41.516553,-81.598131,Tin
HAWLEY PARK,41.539567,-81.572283,Arsenic
SCRAGGLY LAKE,45.326408,-67.984836,Aluminum
SHEFFIELD INDUSTRIAL SITE- LOTS 1 AND 2,41.93563,-85.62974,Copper
FAIRFAX INTERGENERATIONAL HOUSING PROJECT,41.49771,-81.62958,Tin
FORMER NEFF PRINTING,39.027783,-94.655791,Chromium
MISTY RIDGE,41.358727,-75.742332,Aluminum
FORMER TAR HEEL RECYCLING FACILITY,35.85852,-77.04417,Manganese
MALDEN INDUSTRIAL PARK SUBDIVISION,36.614782,-89.969847,Arsenic
JAMAA LEARNING CENTER - 4408-4454 ST. LOUIS AVE.,38.6644,-90.24093,Arsenic
TIFFIN GLASSHOUSE,41.130471,-83.182686,Arsenic
TIFFIN GLASSHOUSE,41.130471,-83.182686,Cerium
TIFFIN GLASSHOUSE,41.130471,-83.182686,Chromium
TIFFIN GLASSHOUSE,41.130471,-83.182686,Nickel
TIFFIN GLASSHOUSE,41.130471,-83.182686,Silicon
PALMETTO - FORMER HEARTLAND FERTILIZER,27.51985,-82.57704,Chromium
PEDIGREED 2 PROPERTY,34.372246,-80.071808,Copper
BRONZEVILLE URBAN DEVELOPMENT,41.820267,-87.603826,Arsenic
FRANKFORT ROUNDHOUSE SITE,40.279943,-86.522708,Nickel
PROPOSED BLENHEIM SCHOOL SITE,34.50944,-79.65447,Arsenic
BUNGE PROPERTIES- 3000 1ST AVENUE,41.26073,-95.89298,Tin
GARNETT ASTROTRUCK COVER BTA,38.280931,-95.221841,Arsenic
GARNETT ASTROTRUCK COVER BTA,38.280931,-95.221841,Chromium
ST ELMO,35.02127,-85.3214,Chromium
FORMER TAZLINA COPPER VALLEY SCHOOL,62.1987,-146.05,Copper
BRADENTON - GROCERY STORE SITE,27.48811,-82.56459,Arsenic
LACOOCHEE - PROPOSED COMMUNITY CENTER SITE,28.456201,-82.174497,Arsenic
LACOOCHEE - PROPOSED COMMUNITY CENTER SITE,28.456201,-82.174497,Chromium
VACANT TRACT OF LAND,33.06524,-96.15143,Chromium
VACANT TRACT OF LAND,33.06524,-96.15143,Copper
VACANT TRACT OF LAND,33.06524,-96.15143,Nickel
MCGILL BALL PARK,39.401492,-114.780559,Copper
BLACKHAWK DRIVE,41.48358,-87.70145,Manganese
900 ALRECO STREET,42.139696,-86.438047,Aluminum
EAST TAMPA - 40TH STREET PARCELS,27.973695,-82.414474,Arsenic
PARK SOUTH TRACT,32.856322,-79.969257,Antimony
PARK SOUTH TRACT,32.856322,-79.969257,Arsenic
2120 25TH AV,30.37648,-89.09296,Arsenic
FORMER BRIZARDS STORE,41.1879,-123.7091,Chromium
FORMER HARDWARE STORE- 252 MAIN STREET,43.023822,-91.176327,Tin
400 GOODRICH STREET,41.3357,-72.93443,Copper
400 GOODRICH STREET,41.3357,-72.93443,Nickel
400 GOODRICH STREET,41.3357,-72.93443,Zinc
CSX PARCEL 4,30.433726,-84.298975,Arsenic
FORMER OMAHA COLD STORAGE,41.20755,-95.96305,Arsenic
KIDDE BRASS & ALUMINUM FOUNDRY,39.29817,-77.86209,Aluminum
LACOOCHEE INFRASTRUCTURE - AREA C,28.4651,-82.1674,Arsenic
LACOOCHEE INFRASTRUCTURE - AREA D,28.4676,-82.1631,Arsenic
LACOOCHEE INFRASTRUCTURE - AREA D,28.4676,-82.1631,Chromium
328 SOUTH 3RD AVENUE,42.04482,-92.90802,Arsenic
328 SOUTH 3RD AVENUE,42.04482,-92.90802,Chromium
FORMER B&B ENTERPRISES,30.978628,-87.256152,Arsenic
COPPER POINT APN01-241-09,38.98294,-119.16739,Copper
PEASELY PRODUCTS,41.17312,-73.14974,Aluminum
PEASELY PRODUCTS,41.17312,-73.14974,Beryllium
PEASELY PRODUCTS,41.17312,-73.14974,Copper
PEASELY PRODUCTS,41.17312,-73.14974,Magnesium
PEASELY PRODUCTS,41.17312,-73.14974,Manganese
PEASELY PRODUCTS,41.17312,-73.14974,Zinc
421 RACE STREET,41.935608,-85.019069,Aluminum
CHROMIUM PROCESS COMPANY,41.316935,-73.091758,Chromium
J.I. HAILEY LEASE,27.82231,-97.427512,Arsenic
BIG BEND STRUCTURES,44.208375,-99.787065,Aluminum
FOAMCOAT A1,39.2595,-81.5446,Arsenic
FOAMCOAT A2,39.258979,-81.546205,Arsenic
COIL,39.258872,-81.540605,Arsenic
FOAMCOAT B,39.259361,-81.542681,Arsenic
ISOTEK A1,39.258199,-81.537559,Arsenic
ISOTEK A2,39.257753,-81.536615,Arsenic
511 SOUTH CENTRAL,39.28467,-76.59914,Tin
FORMER INTERNATIONAL CENTRE,43.43527,-83.9369,Tin
KIDS POND,44.074879,-99.580081,Manganese
PRESTON RIVERWALK - 10 ROUTE 12,41.485466,-72.066205,Tin
PRESTON RIVERWALK - 14 ROUTE 12,41.485334,-72.066173,Tin
PRESTON RIVERWALK - 10 RIVERVIEW WAY,41.458122,-72.089969,Tin
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Aluminum
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Arsenic
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Chromium
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Copper
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Magnesium
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Manganese
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,Zinc
"RIFKIN PROPERTY, FORMER CARLISLE TANNERY",43.445416,-83.930821,Copper
WESTSIDE CAN CENTER,39.08624,-94.59257,Arsenic
BEACON HILL SW QUADRANT - 2613 TROOST,39.07892,-94.57091,Arsenic
POWER HOUSE SCIENCE CENTER,38.593324,-121.50564,Copper
POWER HOUSE SCIENCE CENTER,38.593324,-121.50564,Zinc
FORMER INLAND STEEL PERSONNEL BUILDINGS PROPERTY,41.62266,-87.43268,Aluminum
4500 DIVISION -  GLT PURCHASE,41.49081,-81.7179,Tin
FORMER DELUXE BUMPER SITE,41.501543,-81.636598,Nickel
MICELI EXPANSION SITE,41.48532,-81.62644,Aluminum
OTTUMWA ELK CLUB - 413 S IOWA AVENUE,41.00704,-92.39558,Arsenic
MARYSVILLE DEPOT,39.84414,-96.6488,Arsenic
SARASOTA - MULTIPURPOSE SITE,27.36564,-82.53309,Arsenic
FORMER KRAFT FURNITURE STORE,41.25205,-95.93707,Arsenic
PALMETTO - 1620 8TH AVENUE SITE,27.52825,-82.5729,Arsenic
WHITING'S AXE FACTORY,44.498813,-69.006822,Arsenic
WHITING'S AXE FACTORY,44.498813,-69.006822,Chromium
CMP DAM,44.438104,-68.998174,Arsenic
CMP DAM,44.438104,-68.998174,Chromium
KNOWLES PROPERTY,38.19053,-94.02794,Arsenic
FORMER TOWER MANUFACTURING,38.73781,-85.39422,Arsenic
VACANT LAND (SECTIONS C&D),40.62392,-103.21494,Arsenic
STATE FARM OFFICE BUILDING,37.43562,-94.70498,Arsenic
STATE FARM OFFICE BUILDING,37.43562,-94.70498,Zinc
RAPID CABLE,39.65735,-87.39824,Aluminum
1540 COLUMBUS AVENUE,42.32346,-71.09842,Arsenic
1542R COLUMBUS AVENUE,42.32331,-71.097674,Arsenic
ELLIS COUNTY PUBLIC WORKS SHOP,38.939,-99.5591,Arsenic
ELLIS COUNTY PUBLIC WORKS SHOP,38.939,-99.5591,Chromium
GULFPORT TIRE COMPANY,30.38089,-89.08145,Arsenic
SIMON PROPERTY - 4225 N. LA CHOLLA,32.28376,-111.01189,Arsenic
SIMON PROPERTY - 4225 N. LA CHOLLA,32.28376,-111.01189,Chromium
THE LANDING - OLD MILL PORTION,41.29965,-122.306213,Arsenic
BURLINGAME NEWSPAPER BTA,38.75369,-95.83408,Arsenic
BURLINGAME NEWSPAPER BTA,38.75369,-95.83408,Chromium
1200 BLOCK OF HAYNE STREET (EVEN ADDRESSES),41.00715,-92.398592,Arsenic
1200 BLOCK OF ORCHARD STREET (ODD ADDRESSES),41.00615,-92.398822,Arsenic
1200 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.00751,-92.39854,Arsenic
500 BLOCK OF SOUTH ELM STREET (EVEN ADDRESSES),41.00656,-92.39792,Arsenic
500 BLOCK OF SOUTH FELLOWS AVENUE (ODD ADDRESSES),41.00651,-92.39686,Arsenic
1100 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.00764,-92.39905,Arsenic
1100 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.00863,-92.3997,Arsenic
1200 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.00837,-92.39913,Arsenic
VACANT PARCEL 1.01; WEST TURNER ROAD,30.748128,-88.087476,Arsenic
5 & 10 STORE,44.714351,-67.458378,Tin
1001 NEWELL STREET,42.51292,-92.32218,Arsenic
FORMER LASALLE COUNTY SCHOOL EMPLOYEE CREDIT UNION (1313 CHESTNUT STREET),41.35357,-88.84881,Arsenic
PALMETTO - 5TH STREET PARCELS,27.515386,-82.574634,Arsenic
FORMER NIPHOS COATINGS,43.33291,-88.28877,Copper
FORMER NIPHOS COATINGS,43.33291,-88.28877,Nickel
NIGHTS INN BTA,39.31908,-94.91238,Arsenic
WILLOW CREEK FLOODPLAIN,37.849166,-106.926435,Arsenic
WILLOW CREEK FLOODPLAIN,37.849166,-106.926435,Zinc
BURLINGAME TV REPAIR SHOP,38.75369,-95.83417,Arsenic
BURLINGAME TV REPAIR SHOP,38.75369,-95.83417,Chromium
STAVER FOUNDRY CO,47.51406,-92.53083,Nickel
27 BRIGHT STREET,44.48844,-73.20839,Arsenic
27 BRIGHT STREET,44.48844,-73.20839,Zinc
AGI RUBBER - PARCEL 5A,41.179,-73.18489,Tin
COPPER VALLEY SCHOOL (FORMER),62.048204,-145.409791,Copper
PRESTON RIVERWALK,41.482314,-72.065837,Tin
718 EAST 2ND AVENUE,41.68008,-91.56338,Arsenic
718 EAST 2ND AVENUE,41.68008,-91.56338,Chromium
WHITABKER MIDDLE SCHOOL,45.56391,-122.62346,Arsenic
300 BLOCK OF SOUTH ASH STREET (ODD ADDRESSES),41.007958,-92.400631,Arsenic
1000 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.007922,-92.401353,Arsenic
1000 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.007447,-92.401119,Arsenic
300 BLOCK OF SOUTH CHERRY STREET (EVEN ADDRESSES),41.007422,-92.401844,Arsenic
650 MULBERRY MDOT RELOCATION SITE,39.106672,-94.599599,Arsenic
AGI RUBBER -  PARCEL 8F,41.17947,-73.186218,Tin
TINKER FLATS,39.78849,-86.13945,Aluminum
FORMER RODGERS LABORATORIES INC,42.969339,-87.919389,Arsenic
REDBUD PATH (OLIVER TO WOODLAWN),37.7155,-97.27096,Arsenic
CONWAY PARK,42.382725,-71.108971,Arsenic
CONWAY PARK,42.382725,-71.108971,Chromium
HOLCOMB PAINT FACTORY,30.38095,-89.10173,Arsenic
1807-15 N KIMBALL,41.913641,-87.711776,Antimony
1807-15 N KIMBALL,41.913641,-87.711776,Arsenic
PARK 512 AVENUE PARK,41.91429,-87.66776,Aluminum
JENS OLESEN & SONS CONSTRUCTION COMPANY RUBBLE SITE,42.519605,-92.395479,Chromium
300 BLOCK OF SOUTH IOWA AVENUE (ODD ADDRESSES),41.007514,-92.395917,Arsenic
INNER VISION SITE 1,35.133892,-90.054622,Arsenic
80 LIVERPOOL STREET,42.372054,-71.041036,Copper
EAST PORTLAND GAS WORKS GAS HOLDER TANK SITE,45.522921,-122.66177,Arsenic
127 E BITTNER,43.873118,-85.509458,Arsenic
127 E BITTNER,43.873118,-85.509458,Chromium
INNER VISION SITE 2,35.133185,-90.054969,Arsenic
FORMER SUN RUBBER,41.0232,-81.59176,Aluminum
PROPOSED BUS MAINTENANCE FACILITY,28.2996,-82.3105,Chromium
SVCOG/JUNIOR ACHIEVMENT SITE,40.41373,-79.8982,Tin
"34 WOODBRIDGE LANE														",40.840955,-73.650145,Arsenic
"34 WOODBRIDGE LANE														",40.840955,-73.650145,Zinc
FORMER ROUNDHOUSE PROPERTY (WEST),41.844769,-94.126092,Arsenic
LITTLE EARTH PROPERTY,44.95555,-93.244,Arsenic
FORMER COCA COLA FACILITY,41.06069,-85.11538,Aluminum
FORMER CANTON LAUNDRY,41.07541,-85.14792,Tin
LOWER COUNTY SHOP,47.005768,-120.554419,Magnesium
FEDERATED METALS,40.2401,-74.73653,Zinc
ST. CLAIR INDUSTRIAL PARK,42.852688,-82.49508,Arsenic
PREMIUM AUTO REPAIR,41.51328,-82.9419,Tin
WHITLOCK COMBING COMPANY,32.999087,-81.295167,Aluminum
WHITLOCK COMBING COMPANY,32.999087,-81.295167,Aluminum
425 RIVER STREET,41.61588,-94.0138,Arsenic
FERRY STREET PROPERTIES,41.615071,-94.016509,Arsenic
MUNICIPAL FARMS - MCI SITE,39.038798,-94.492563,Arsenic
UTAH BARREL AND SCRAP,40.75075,-111.9026,Arsenic
UTAH BARREL AND SCRAP,40.75075,-111.9026,Chromium
RIDGEWAY 63 LLC PROPERTY (PIN# 8913-33-376-012),42.469657,-92.39045,Chromium
STABOND CORP,33.904114,-118.309145,Magnesium
PRAIRIE TOOL & DIE,43.04567,-91.14086,Arsenic
PRAIRIE TOOL & DIE,43.04567,-91.14086,Chromium
REDBUD TRAIL_ANDOVER,37.713904,-97.136429,Arsenic
808 EAST LOGAN STREET,41.58446,-85.82044,Aluminum
MCLEANSBORO HIGH SCHOOL,38.092274,-88.538085,Manganese
PHILLIPS DEVELOPMENT ISLAND PROPERTY,33.48988,-88.44268,Chromium
FORMER WAYNE MINER HOUSING,39.10088,-94.5571,Arsenic
FORMER WAYNE MINER HOUSING,39.09972,-94.55831,Arsenic
PARCEL 1C08 - NCMRWC PROPERTIES,40.342381,-93.090617,Arsenic
PARCEL 1C03 - NCMRWC PROPERTIES,40.342381,-93.090617,Arsenic
PARCEL 1C02 - NCMRWC PROPERTIES,40.359183,-93.084931,Arsenic
SILOAM PROPERTY,38.732317,-82.914144,Aluminum
COFFEYVILLE RAILS TO TRAILS,37.04461,-95.64267,Arsenic
COFFEYVILLE RAILS TO TRAILS,37.04461,-95.64267,Chromium
BEATRICE CONCRETE COMPANY,40.260338,-96.750836,Arsenic
CATLIN AUTO PARTS & SALVAGE - NORTH PARCEL,40.26897,-96.7522,Arsenic
CATLIN AUTO PARTS & SALVAGE - NORTH PARCEL,40.26897,-96.7522,Chromium
CATLIN AUTO PARTS & SALVAGE - SOUTH PARCEL,40.26897,-96.7522,Arsenic
CATLIN AUTO PARTS & SALVAGE - SOUTH PARCEL,40.26897,-96.7522,Chromium
CHILLICOTHE CORRECTIONAL FACILITY,39.789821,-93.542164,Arsenic
DAKOTA CITY LANDFILL,42.409518,-96.418792,Arsenic
APPLETON CITY HALL,38.190525,-94.027726,Arsenic
CATLIN AUTO PARTS AND SALVAGE - DANNY AND MARY,40.270132,-96.752858,Arsenic
CATLIN AUTO PARTS AND SALVAGE - DANNY AND MARY,40.270132,-96.752858,Chromium
FARMERS UNION CO-OP SUPPLY,40.26955,-96.752819,Arsenic
LINCOLN DEPOT LIMITED PARTNERSHIP PROPERTY SITE,40.81518,-96.71117,Arsenic
MISSOURI DEPARTMENT OF TRANSPORTATION PROPERTY,37.489615,-92.428556,Arsenic
FORMER MISSOURI STATE PENITENTIARY,38.573324,-92.162532,Arsenic
WINNEBAGO TRIBE OF NEBRASKA,42.02491,-97.41021,Arsenic
WINNEBAGO TRIBE OF NEBRASKA,42.02491,-97.41021,Chromium
1659 S. FRONT STREET,41.12773,-81.48549,Arsenic
25 WEST MILLER AVENUE,41.05651,-81.53032,Beryllium
FORMER SUNSHINE MARKET,39.055893,-94.558666,Arsenic
FORT SCOTT RIVERFRONT BTA #6,37.85026,-94.69866,Arsenic
SKYHOOK BTA,38.59077,-95.26885,Arsenic
FORT SCOTT RIVERFRONT BTA #5,37.84757,-94.70099,Arsenic
FORT SCOTT RIVERFRONT BTA #5,37.84757,-94.70099,Chromium
105 AND 107 SOUTH SUPERIOR STREET,42.245054,-84.753014,Tin
MIRRO PLANT #3,44.09067,-87.67855,Aluminum
MIRRO PLANT #3,44.09067,-87.67855,Tin
312 MAPLE STREET,42.09846,-76.06966,Chromium
BRAZIL MOTORS,45.553801,-122.732333,Arsenic
BRAZIL MOTORS,45.553801,-122.732333,Chromium
HANOVER/ SOPHIA STREET PROPERTY,38.30211,-77.45756,Tin
1745 SOUTH FRONT STREET,41.1291,-81.48462,Arsenic
ARTIST BOAT SETTEGAST RD PROPERTY,29.223138,-94.926006,Chromium
1100 BLOCK OF HAYNE STREET (EVEN ADDRESSES),41.006761,-92.401042,Arsenic
400 BLOCK OF SOUTH ASH STREET,41.00676,-92.401042,Arsenic
"SUPER SALVAGE, INC",38.868695,-77.012636,Aluminum
"SUPER SALVAGE, INC",38.868695,-77.012636,Copper
MRBF-10,42.849883,-97.398888,Lithium
WALKER SITE,38.38889,-93.78285,Antimony
WALKER SITE,38.38889,-93.78285,Arsenic
DOLTON LOGISTICS SITE,41.637125,-87.59786,Aluminum
"JOE'S DATACENTER, LLC (1325 TRACY AVENUE)",39.09719,-94.56757,Arsenic
"MATTIE RHODES ART CENTER (1017, 1021, & 1023 W. 17TH STREET)",39.0929,-94.5965,Arsenic
